Twitter Username,bio,username,image_url,profile_data
f0rkr,,f0rk,https://pbs.twimg.com/profile_images/1940974152606691330/GaJ54ZBv_400x400.jpg,
faar_pronergy,,faar_pronergy,https://pbs.twimg.com/profile_images/1358799693103435777/MoyQIqvp_400x400.jpg,
fabienbrocheton,"Directeur Général de NUMTECH, NUMTECH's General Manager",Brocheton Fabien,https://pbs.twimg.com/profile_images/804238524320989184/BcL6xLbB_400x400.jpg,{}
fabienple,,fabienple,https://pbs.twimg.com/profile_images/1042871185325936644/8yaVYOoi_400x400.jpg,
faddoulm,entrepreneur,surveyor,https://pbs.twimg.com/profile_images/378800000612711354/baf0594f89ca701586f2289f909bc610_400x400.jpeg,{}
FadelMusic,,FadelMusic,https://pbs.twimg.com/profile_images/572975480590106624/n0zfPnzh_400x400.jpeg,
fadil_khadija_,"Software Engineer - Fave quote : ""Who Says You Can't? You Do"" by Daniel Chidiac",Khadija FADIL,https://pbs.twimg.com/profile_images/1601694784359383042/A0Y_Hzgp_400x400.jpg,{}
faik_houcine,,faik_houcine,,
FaisalElias,,FaisalElias,https://pbs.twimg.com/profile_images/1929690954790735872/tz96qMj6_400x400.jpg,
faissaloux,,faissaloux,https://pbs.twimg.com/profile_images/1741275614538035200/IAQk4bwn_400x400.jpg,
faizakoubiidris,"Researcher, autor, International Relations passionate",Dr. Faiza Koubi Idrissi,https://pbs.twimg.com/profile_images/706512246336311296/1q_PraRf_400x400.jpg,{}
FakhriMoad,Probably programming something,sqrtnegative1,https://pbs.twimg.com/profile_images/1602620773897801728/UzIBRNu8_400x400.jpg,{}
FalconFeedsio,,FalconFeedsio,https://pbs.twimg.com/profile_images/1554826323365085184/FplPKGMF_400x400.jpg,
famouak,"Software engineer.
Passionate about technology & photography.

http://
instagram.com/famouak",Fatima Zahra MOUAK,https://pbs.twimg.com/profile_images/1259810252557598720/oxx7g_Ej_400x400.jpg,{}
faridbourzgui,,faridbourzgui,,
faridouachrar,,faridouachrar,https://pbs.twimg.com/profile_images/1662519804232695811/ZB0RUXTe_400x400.jpg,
farisbakr,"Faris Ahmed Bakr. ingénieur en informatique. Marié et père de deux magnifiques enfants. Et grand Wydadi. #DimaWydad
#DonorMaFierté et #DimaTa3adol", Bakr FARIS ,https://pbs.twimg.com/profile_images/1754178673756758016/3LO27wEI_400x400.jpg,{}
farooquinyle,"@ATLUTD
 addict.  
@oglethorpeuniv
 alum", Nyle Farooqui (he/him),https://pbs.twimg.com/profile_images/1927533100663177216/7r5qn_rY_400x400.jpg,{}
farouk2u,"Full Stack JavaScript / TypeScript Developer  (Angular/Node.js) @ 
https://
farouk.pw",FAROUK BLALOU,https://pbs.twimg.com/profile_images/594573954360053761/rmhqFtYf_400x400.png,{}
faroukmou,,faroukmou,https://pbs.twimg.com/profile_images/1135249731700105216/BiIHkcdy_400x400.jpg,
fasihnating,ours is a tradition of mercy,fasih,https://pbs.twimg.com/profile_images/1761112552954634240/FKSWZZ4D_400x400.jpg,{}
Fatimaz70654270,Software Engineering student,Fatima zahra Ben-alla,https://pbs.twimg.com/profile_images/1628722630923542528/Gqf48V_V_400x400.png,
fatizamaachou,"Throw me to the wolves and l’ll return leading the pack 
Read,discover, learn and create Electrical Engineer  
ProudlyMoroccan 
Married
#Fatiza",Fatima Zahra Maachou,https://pbs.twimg.com/profile_images/1271592357377585155/ifaremic_400x400.jpg,
faustinegodbil1,,faustinegodbil1,https://pbs.twimg.com/profile_images/1451171599122583555/mU0O_i4U_400x400.jpg,
faycal_77,Faycal,Faycal Elourrat,https://pbs.twimg.com/profile_images/1487767446316593153/PYyf78nF_400x400.jpg,
fayivor,CEX & CVM Specialist |  Event Manager | Marketer | Volunteer @ Lions Clubs International,Frank Kofi Ayivor,https://pbs.twimg.com/profile_images/1920704132169527296/H3p7QHKB_400x400.jpg,{}
Fayzsabir,"Software Engineer // Carelessness is a life sytle 

When we lose our principles we invite chaos.",Fayz Sabir,https://pbs.twimg.com/profile_images/1943382113199267841/cdW9Zfrv_400x400.jpg,{}
fazfouz17,Graphic Designer,Faouzi Ouadrhiri,https://pbs.twimg.com/profile_images/1475507225057808386/cOfQNhIi_400x400.jpg,{}
fbugejabloch,,fbugejabloch,https://pbs.twimg.com/profile_images/1411544033680412673/Yb3igWDj_400x400.jpg,
fchasteland,,fchasteland,https://pbs.twimg.com/profile_images/1262322863366955009/IFIulTYr_400x400.jpg,
fcking_infamous,"@twitch
 Partner
Official 
@KickStreaming
 Partner Streamer

@PlayVALORANT
  & 
@CounterStrike
 player
Contact : axwellwork@gmail.com",It's InFamous ,https://pbs.twimg.com/profile_images/1919461678036492288/bcZC2jfd_400x400.jpg,{}
fctlegends,The Football Champions Tour offers fans all across the World the opportunity to see the latest retired generation of global football champions playing together.,Football Champions Tour,https://pbs.twimg.com/profile_images/997153167451176961/BQZn22KF_400x400.jpg,{}
fdimagnet,,fdimagnet,,
FDMagence,"Digital Marketing Agency focused on SEO, Web Design & Custom Internet Marketing Solutions with measurable results. Free Consultations !",FDM Agency,https://pbs.twimg.com/profile_images/1714026941722886144/hkHNKCQ8_400x400.jpg,{}
felkizyne,,felkizyne,https://pbs.twimg.com/profile_images/1964761976569040896/N6hcZ-tB_400x400.jpg,
ferreraleilaa,PhD candidate in Microbiology and Molecular Biology. interested in vaginal microbiome and women's health. Looking for postdoc!,Leila Ferrera ,https://pbs.twimg.com/profile_images/1779466722400968704/nybGq3rp_400x400.jpg,{}
ferrylandgirl,"We are the music makers, And we are the dreamers of dreams ... Yet we are the movers and shakers, Of the world forever, it seems. Arthur O'Shaughnessy","Janine White, she/her",https://pbs.twimg.com/profile_images/1374433136554090504/X8oMAu2f_400x400.jpg,{}
ffpratt,"SaaS Pro, Problem Solver, Business Leader, Proud Dad of three, Tech Geek, Mac enthusiast, Entrepreneur",Fred Pratt,https://pbs.twimg.com/profile_images/468267074360737792/rKs8HKKn_400x400.jpeg,
fgses_um6p,"FGSES houses undergratuate and graduate programs of Social Sciences, Economics and Humanities Cluster of UM6P.

FGSES - AIRESS - PPS",FGSES,https://pbs.twimg.com/profile_images/1732846444200005632/Qanh1Wqs_400x400.jpg,
Fikri__Mohamed,"Wellness & mental health copywriter | I craft stories that heal, inspire, & sell | EN • FR • AR | Let’s turn your message into impact",Fikri Mohamed,https://pbs.twimg.com/profile_images/1954710425209090048/99nxFyOW_400x400.jpg,{}
Finance_501,,Finance_501,https://pbs.twimg.com/profile_images/1894367413057036288/UI9FVO4w_400x400.jpg,
firojalam04,"Senior Scientist at QCRI. #NLProc, LLM, Multimodality, 'fake news, mis/disinformation' Senior Member, IEEE. Past: 
@UniTrento
, 
@FBK_research
, 
@BRACUniversity",Firoj Alam,https://pbs.twimg.com/profile_images/1611079879377780737/P5HThuln_400x400.jpg,{}
flah_loubna,"Founder of the Casablanca Tribune
Researcher / Poet/ Writer
Cultural Studies/ Discourse Analyst/ Translation/ EFL teaching/ ESP teaching/ Digital Journalism",Loubna FLAH,https://pbs.twimg.com/profile_images/830067683592896512/ieOWzyKR_400x400.jpg,{}
flavour1_gh,God First ||Student Activist|| ||student Leader|| ||lab technologist||,Flavour ,https://pbs.twimg.com/profile_images/1784386015727149056/sNrxvyU3_400x400.jpg,{}
floriangouze,,floriangouze,https://pbs.twimg.com/profile_images/885185834575687682/hXybO6MI_400x400.jpg,
florybarre,,florybarre,,
Focusscience1,"van origine fysicus, van beroep freelance journalist. Auteur van De Stikstoffuik, De Klimaatoptimist  en Weg met Ons! De mythe van de westerse erfzonde",Arnout Jaspers,https://pbs.twimg.com/profile_images/1764281984464117760/5x26Lh6y_400x400.jpg,{}
fondationmascir,"#MAScIR is a research center related to 
@UM6P_officiel
 that aims to develop projects in the fields of #materials #biotechnology & #microelectronics.",MAScIR Foundation,https://pbs.twimg.com/profile_images/1808556071310471169/IfMB-HVI_400x400.jpg,{}
fonkamsteve,"Host(TV,Radio,Event)| Sports reporter| Content Creator| Journalist| Voice Actor.",Steve Fonkam,https://pbs.twimg.com/profile_images/1108271436966313984/i-ZJ1vJ3_400x400.jpg,{}
forkitcommunity,,forkitcommunity,https://pbs.twimg.com/profile_images/1732463968151543808/GZJDxRTH_400x400.jpg,
FormatimS,,Bitdyne,https://pbs.twimg.com/profile_images/1529396728889229313/pcpItWfB_400x400.jpg,{}
fortalicellc,"Fortalice brings together the sharpest minds in cybersecurity to protect people, businesses and nations from the world’s most sophisticated adversaries.",Fortalice Solutions,https://pbs.twimg.com/profile_images/1642988220026609665/Jo9-cp0L_400x400.jpg,{}
FourthDayPR,"Technology PR & Content, with international reach. London, Paris, Manchester, Berlin, Casablanca & Brisbane. 
Blog: 
http://
fourthday.co.uk/news-views/",Fourth Day PR,https://pbs.twimg.com/profile_images/1706688599863816192/OMxH2yDW_400x400.png,{}
fpopmedia,,fpopmedia,https://pbs.twimg.com/profile_images/1837009523266985990/3Vsvizra_400x400.jpg,
francemeyer18,,francemeyer18,https://pbs.twimg.com/profile_images/1024450971173249024/t8R0Ex6V_400x400.jpg,
franckiutzeler,,franckiutzeler,https://pbs.twimg.com/profile_images/1469216791184429057/NbWZnRBo_400x400.jpg,
francoishurstel,,francoishurstel,https://pbs.twimg.com/profile_images/1674006711877640192/8WvN_KV4_400x400.jpg,
franormont,,franormont,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,{}
fredswaniker,Passionate about disruptive innovation; unlocking opportunities for undiscovered talent,Fred Swaniker,https://pbs.twimg.com/profile_images/1719409000008015872/KWkks7aQ_400x400.jpg,{}
freshroasthost,,freshroasthost,https://pbs.twimg.com/profile_images/465173632017129472/LkWyRprZ_400x400.png,
fricksempire,,fricksempire,https://pbs.twimg.com/profile_images/1290747817435308032/aXiXx3mf_400x400.jpg,
frontierafr,,frontierafr,https://pbs.twimg.com/profile_images/1217361137592950784/mmJk64LU_400x400.jpg,
fruityjupiter,"I'm treating this page like an art journal, excuse the variety - asocial af but I'm trying!",Fruity!,https://pbs.twimg.com/profile_images/1477540350583611394/9DgJP613_400x400.jpg,{}
FRV_55,,FRV_55,https://pbs.twimg.com/profile_images/918798938643320832/sgrFZd4E_400x400.jpg,
fsttofficielle,,fsttofficielle,https://pbs.twimg.com/profile_images/472759166365208577/T7vZfU75_400x400.png,
funnyedobabe,Comedienne/ Actress/ Musician/ Dancer/ Content creator & brand influencer  Please follow My new account please  DM for ads and business only,Funnyedobabe,https://pbs.twimg.com/profile_images/1671137455158829064/DuS6UxGe_400x400.jpg,{}
futudurable,Décrypter l’actu sous un angle développement durable,Futudurable,https://pbs.twimg.com/profile_images/1948133326683869184/i7eVYF9U_400x400.jpg,{}
fyssou1080,,fyssou1080,https://pbs.twimg.com/profile_images/1737168051651350528/-zA2IPu2_400x400.jpg,
fz_faouzi,Software development,Faouzi Mohamed,https://pbs.twimg.com/profile_images/1448376159473971202/4RDJvksG_400x400.jpg,{}
gabrieldattatre,"ethnographer, filmmaker, photographer. author: The Globally Familiar 
https://
dukeupress.edu/the-globally-f
amiliar
…",Gabriel Dattatreyan,https://pbs.twimg.com/profile_images/1254415725785223168/K-wgCAOr_400x400.jpg,
GAIGIfondation,"Fondation pour une IA éthique et sensible.  Recherche, certification & protection intelligente. Genève – Bruxelles – Paris- International.",GAIGI,https://pbs.twimg.com/profile_images/1965038677219803136/WE-WjKYm_400x400.jpg,{}
garnierhugo,,Hugo Garnier,https://pbs.twimg.com/profile_images/915235802833178625/YM2bStHX_400x400.jpg,{}
garybaker,"CEO, International Association for Impact Assessment",Gary Baker,https://pbs.twimg.com/profile_images/1866539317155258368/lij73k8t_400x400.jpg,{}
garygoldsteinla,"#screenwriter, #playwright, #author, #WGAw member, #DogLover. New coming-of-age campus dramedy PLEASE COME TO BOSTON avail via all local & online booksellers!",Gary Goldstein,https://pbs.twimg.com/profile_images/1550351924288819200/sqEDkKXi_400x400.jpg,{}
Gbs_Dubai,Changing lives through education and making fundamental differences in living standards and access to learning.,GBS Dubai,https://pbs.twimg.com/profile_images/1642891697544732675/2sMF_Bdn_400x400.jpg,
gdenisenyakeru0,"GDN est une Structure d’appui des actions de la 
@fondationdnt
 consacrée à l'autonomisation des femmes, à la santé et à l'éducation",GENERATION DENISE NYAKERU OFFICIELLE ,https://pbs.twimg.com/profile_images/1776893101241413632/RYtylhsg_400x400.jpg,{}
gdgagadir,Google Developers Group Agadir,GDG Agadir,https://pbs.twimg.com/profile_images/1110188318543749120/-ouEJBtU_400x400.jpg,{}
gdgcasablanca,,gdgcasablanca,https://pbs.twimg.com/profile_images/1116150043562708998/OhyYi5A7_400x400.png,
gdscuca,Bridging the gap between theory and practice for students of Cadi Ayyad University,GDSC Cadi Ayyad University,https://pbs.twimg.com/profile_images/1420142665769828358/zkXtYN5F_400x400.png,{}
geeksblabla,"Home of the largest developer community in Morocco, discussing hottest and latest technology trends, (almost) exclusively in Moroccan Darija",Geeksblabla Community,https://pbs.twimg.com/profile_images/1886228714712608768/dXXXfCNj_400x400.jpg,{}
geoffdporter,,geoffdporter,https://pbs.twimg.com/profile_images/1618622270821236736/DY8fmUu-_400x400.jpg,{}
gepmaroc,"Plateforme de test, de recherche et d’innovation en énergie solaire et renouvelable au Maroc.",Green Energy Park,https://pbs.twimg.com/profile_images/1301441595213045760/uURx8D1x_400x400.jpg,{}
gerherbert1,,gerherbert1,https://pbs.twimg.com/profile_images/1776372838347284480/sIQlZJ_5_400x400.jpg,
gfitzgerald111,,gfitzgerald111,https://pbs.twimg.com/profile_images/899848368880529409/aL-Ep9CR_400x400.jpg,{}
ghaliakadiri,"Freelance reporter 
@lemondefr
 
@heidi_news
 
@LeTemps
 // 
@SciencesPo
 Graduate",Ghalia Kadiri,https://pbs.twimg.com/profile_images/1229781920063655937/52gEHzE4_400x400.jpg,{}
GhandoriEl,Freelancer in Gaming Industry || Graphic Designer & Social Media Manager || Lifelong Learner || Sharing Tools & Resources for Career Growth,Chaimaa El Ghandori,https://pbs.twimg.com/profile_images/1898159208975028224/f8OxTbiF_400x400.jpg,{}
GhariYouness,"FREE , FREE PALESTINE",STR4NG3R ,https://pbs.twimg.com/profile_images/1818370505142865920/H7Jf2f-0_400x400.jpg,
gharnatadesign,"Branding & Visual Identity I Social Media Contents I Packaging I  Graphic Design around the world by نور Noor 
@gharnata_design",Gharnata Design Maroc by Nur Giménez,https://pbs.twimg.com/profile_images/1934039535731593216/vz7-PWST_400x400.jpg,{}
ghizlan89258582,,ghizlan89258582,https://pbs.twimg.com/profile_images/1323988989695660037/GRETrmRg_400x400.jpg,
gilawa,"Management, training, workshops and development for real-time communication services.",GILAWA,https://pbs.twimg.com/profile_images/1192795108208496641/dxyR7AzG_400x400.jpg,{}
gillesnorroy,,gillesnorroy,https://pbs.twimg.com/profile_images/1744306760/DSC_0184-4_400x400.JPG,
gilreant,,gilreant,https://pbs.twimg.com/profile_images/1425818030529933312/48CAbxDW_400x400.jpg,
GisMoyenOrient,,GisMoyenOrient,https://pbs.twimg.com/profile_images/1405169962403069954/GCHN4Dv-_400x400.jpg,
gitexafrica,The Largest tech & startup show in Africa. Powering Africa into the Global | Co-located with World Future Health |Marrakech | 7 - 6 April 2026,GITEX AFRICA,https://pbs.twimg.com/profile_images/1897970727464132608/2IRd8DCy_400x400.jpg,{}
glackybeatz,الحمد لله على كل شي,Glackyy ,https://pbs.twimg.com/profile_images/1806403624374861824/sB9UYKtg_400x400.jpg,
gleboucher,,GLEBOUCHER,https://pbs.twimg.com/profile_images/584375083751190528/ar7dJv6m_400x400.jpg,{}
glengirly,,glengirly,https://pbs.twimg.com/profile_images/1637380102634762241/haHt4Hvu_400x400.jpg,
GLettre,,GLettre,https://pbs.twimg.com/profile_images/1032820241292644352/cdSjQx3i_400x400.jpg,
globalintel_,International & government affairs. Intelligence. Décryptage de l’information sensible et complexe. Géopolitique. Diplomatie. Securité. Défense.,Global Impact Intelligence,https://pbs.twimg.com/profile_images/1341107318025555968/OUaZCfPA_400x400.jpg,{}
GlobalLocust,,GlobalLocust,https://pbs.twimg.com/profile_images/1087826451846463488/45v3lkzG_400x400.jpg,
gmblisme,"• Community Manager 
@lgaming_ma
 // Former Web Developer 
@geekay_esports

• Business inquiries: contact@gmblisme.com",GMBL ,https://pbs.twimg.com/profile_images/1775118079783043072/dGonEm8K_400x400.jpg,{}
gm_ferdows,,Gm Ferdows,,{}
gm_sponsoring,,gm_sponsoring,https://pbs.twimg.com/profile_images/1470785512722026507/Dx1fJL37_400x400.jpg,
gnarusaltum,Time bends to thoughtful intent.,Soufiane Nasserallah,https://pbs.twimg.com/profile_images/1979630178952228864/aqdZDhjp_400x400.jpg,{}
go4work_,"GO4Work développe des #communautés & #espaces favorables aux projets #créatifs : #porteursdeprojet #Startup, #freelance, #étudiants,#entreprises,",GO4Work,https://pbs.twimg.com/profile_images/952292235864952832/wnBrx_w6_400x400.jpg,
goandev,,goandev,https://pbs.twimg.com/profile_images/1433783682339426330/IqJBIqgp_400x400.jpg,
gobvirtual,"Experience football like never before! Dive into the epic world of GOB
 ¡Vive el fútbol como nunca! Sumérgete en el épico mundo GOB",GOB - Guardians Of The Ball,https://pbs.twimg.com/profile_images/1659554977977704450/vniwZbdk_400x400.jpg,{}
gomycodem,We provide high-end computer Science Education with a unique learning experience that leaves lasting impressions and positively impact our students’ lives.,GOMYCODE Morocco,https://pbs.twimg.com/profile_images/1335725476158050312/lrsFHkEj_400x400.jpg,
goodmorning_biz,,goodmorning_biz,https://pbs.twimg.com/profile_images/1564898542107475968/EK7NnSh__400x400.png,
GoolaertsStijn,,GoolaertsStijn,https://pbs.twimg.com/profile_images/1141322974894706688/hCTEzc-U_400x400.png,{}
gopastats,"Worldwide statistical training and consultancy.  Member of GOPA Consulting Group. For more information visit: 
http://
gopa.lu, 
http://
gopa.de and",GOPA Statistics,https://pbs.twimg.com/profile_images/854312825417871360/PKx2x5o-_400x400.jpg,{}
gorcyn,#MedTech #PressTech #MobileDev #BikeCommuting,Ludovic Garcia,https://pbs.twimg.com/profile_images/1303631499426762755/iD-dk29C_400x400.jpg,{}
goutbi_el,"Ingénieur en Eléctrotechnique(EMI, Rabat, 1973), Docteur Ingénieur en Informatique Fondamentale(UPMC, Paris, 1979)",Dr. Abdellah El Goutbi,https://pbs.twimg.com/profile_images/1062471851459428353/5umoEFMb_400x400.jpg,{}
govico,"instigador | innovación | emprendimiento| AL  | cofundador 
@tumigenomics
 | trail runner | mediocampo #6",Gonzalo Villaran,https://pbs.twimg.com/profile_images/1234538139110268928/NEBeGl6p_400x400.jpg,{}
